Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date,Location
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825,ALLEN,2604163000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.94,,01-01-2017,12/31/2017,"2520 E DUPONT RD FORT WAYNE, IN 46825 (41.178689, -85.110603)"
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,8476181000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.1,,01-01-2017,12/31/2017,"800 W CENTRAL ROAD ARLINGTON HEIGHTS, IL 60005 (42.066604, -87.992951)"
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,7814533002,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.92,,01-01-2017,12/31/2017,"148 CHESTNUT STREET NEEDHAM, MA 02494 (42.277574, -71.237358)"
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,6184368000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"400 NORTH PLEASANT AVENUE CENTRALIA, IL 62801 (38.530809, -89.115999)"
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,BOONE,7654858000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"2605 N LEBANON ST LEBANON, IN 46052 (40.076909, -86.475209)"
170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,67846,FINNEY,6202722222,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"401 EAST SPRUCE GARDEN CITY, KS 67846 (37.968871, -100.868615)"
220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MIDDLESEX,5084815000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"157 UNION STREET MARLBOROUGH, MA 01752 (42.354317, -71.553864)"
190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,SLIDELL,LA,70458,ST. TAMMANY,9856410600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"1700 W LINDBERG DRIVE SLIDELL, LA 70458 (30.273779, -89.754498)"
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,LA SALLE,8152233300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"925 WEST ST PERU, IL 61354 (41.328769, -89.125188)"
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,E. BATON ROUGE,2256584000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"6300 MAIN STREET ZACHARY, LA 70791 (30.649957, -91.136747)"
200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,4005,YORK,2072837000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"1 MEDICAL CENTER DRIVE BIDDEFORD, ME 04005 (43.478436, -70.492174)"
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,POLK,5152473121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"1111 6TH AVE DES MOINES, IA 50314 (41.599577, -93.625702)"
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,3175827000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"13500 N MERIDIAN ST CARMEL, IN 46032 (39.983065, -86.14716)"
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,7083521200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.08,,01-01-2017,12/31/2017,"5101 S WILLOW SPRINGS RD LA GRANGE, IL 60525 (41.797382, -87.888407)"
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,8476953200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.12,,01-01-2017,12/31/2017,"77 N AIRLITE STREET ELGIN, IL 60123 (42.036242, -88.327934)"
170201,"BLUE VALLEY HOSPITAL, INC",12850 METCALF AVENUE,OVERLAND PARK,KS,66213,JOHNSON,9132202866,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"12850 METCALF AVENUE OVERLAND PARK, KS 66213 (38.896301, -94.667876)"
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",100 MEDICAL CENTER DRIVE,SLIDELL,LA,70461,ST. TAMMANY,9856465000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"100 MEDICAL CENTER DRIVE SLIDELL, LA 70461 (30.286243, -89.743132)"
190013,WEST CALCASIEU CAMERON HOSPITAL,701 EAST CYPRESS STREET,SULPHUR,LA,70663,CALCASIEU,3375277034,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"701 EAST CYPRESS STREET SULPHUR, LA 70663 (30.231074, -93.36929)"
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,RENO,6206652001,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"1701 E 23RD AVENUE HUTCHINSON, KS 67502 (38.079485, -97.892275)"
150102,STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,46534,STARKE,5747721102,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.84,,01-01-2017,12/31/2017,"102 E CULVER RD KNOX, IN 46534 (41.288064, -86.621937)"
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,3096725522,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"221 N E GLEN OAK AVE PEORIA, IL 61636 (40.700181, -89.5946)"
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,40361,BOURBON,8599873600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"9 LINVILLE DRIVE PARIS, KY 40361 (38.220655, -84.238896)"
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,MASON,6067595311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"989 MEDICAL PARK DRIVE MAYSVILLE, KY 41056 (38.639572, -83.808804)"
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,6068868511,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"5000 KENTUCKY ROUTE 321 PRESTONSBURG, KY 41653 (37.71054, -82.77025)"
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,BONNEVILLE,2085296111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"3100 CHANNING WAY IDAHO FALLS, ID 83404 (43.470276, -111.990159)"
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,6786041000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"1133 EAGLE'S LANDING PARKWAY STOCKBRIDGE, GA 30281 (33.508996, -84.225561)"
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,7736264300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.09,,01-01-2017,12/31/2017,"645 SOUTH CENTRAL AVE CHICAGO, IL 60644 (41.872042, -87.764443)"
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,SHELBY,3173923211,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"2451 INTELLIPLEX DR SHELBYVILLE, IN 46176 (39.560017, -85.78397)"
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,COOK,7087998000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"17800 S KEDZIE AVE HAZEL CREST, IL 60429 (41.566922, -87.694399)"
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,CLAY,7122648300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"1200 1ST AVENUE EAST SPENCER, IA 51301 (43.150009, -95.143842)"
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,PORTER,2199838300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.08,,01-01-2017,12/31/2017,"85 EAST US HWY 6 VALPARAISO, IN 46383 (41.55007, -87.051316)"
170105,MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS,67460,MCPHERSON,6202412250,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.89,,01-01-2017,12/31/2017,"1000 HOSPITAL DRIVE MCPHERSON, KS 67460 (38.379006, -97.672485)"
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,3377694100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"1101 KALISTE SALOOM RD LAFAYETTE, LA 70508 (30.175866, -92.02802)"
170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,COWLEY,6204422500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.89,,01-01-2017,12/31/2017,"6401 PATTERSON PARKWAY ARKANSAS CITY, KS 67005 (37.134534, -97.036568)"
150051,IU HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,MONROE,8123539555,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"601 W SECOND ST BLOOMINGTON, IN 47403 (39.161402, -86.540528)"
200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,2078793000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"144 STATE STREET PORTLAND, ME 04101 (43.652088, -70.265209)"
190167,MERCY REGIONAL MEDICAL CENTER,800 E MAIN,VILLE PLATTE,LA,70586,EVANGELINE,3373635684,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.17,,01-01-2017,12/31/2017,"800 E MAIN VILLE PLATTE, LA 70586 (30.684931, -92.265973)"
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,ST. TAMMANY,9858984000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"1202 S TYLER STREET COVINGTON, LA 70433 (30.468955, -90.113935)"
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,MARION,3173387000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"2001 W 86TH ST INDIANAPOLIS, IN 46260 (39.911996, -86.196008)"
220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,1069,HAMPDEN,4132837651,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"40 WRIGHT STREET PALMER, MA 01069 (42.168727, -72.341031)"
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,HOWARD,7657768000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.08,,01-01-2017,12/31/2017,"3500 S LAFOUNTAIN ST KOKOMO, IN 46902 (40.446835, -86.127103)"
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,HOWARD,7654525611,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"1907 W SYCAMORE ST KOKOMO, IN 46904 (40.487218, -86.155487)"
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,6182885711,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"6800 STATE ROUTE 162 MARYVILLE, IL 62062 (38.738127, -89.946422)"
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,MARION,3175285000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"8111 S EMERSON AVE INDIANAPOLIS, IN 46237 (39.648365, -86.082674)"
140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,COOK,7738788700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.16,,01-01-2017,12/31/2017,"4646 N MARINE DRIVE CHICAGO, IL 60640 (41.966521, -87.648898)"
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,7739672000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"2320 E 93RD ST CHICAGO, IL 60617 (41.726211, -87.56725)"
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,8085389011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"1301 PUNCHBOWL ST HONOLULU, HI 96813 (21.308307, -157.854965)"
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4300 E FLAMINGO AVE,NAMPA,ID,83687,CANYON,2082050050,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"4300 E FLAMINGO AVE NAMPA, ID 83687 (43.596332, -116.519174)"
200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,4102,CUMBERLAND,2076620111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"22 BRAMHALL ST PORTLAND, ME 04102 (43.652193, -70.275104)"
110236,CHI MEMORIAL HOSPITAL- GEORGIA,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,GA,30742,CATOOSA,7708745400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"100 GROSS CRESCENT CIRCLE FORT OGLETHORPE, GA 30742 (34.94777, -85.262756)"
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,LAKE,2199420551,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"1500 S LAKE PARK AVE HOBART, IN 46342 (41.512654, -87.258902)"
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON ST,JOLIET,IL,60435,WILL,8157257133,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.1,,01-01-2017,12/31/2017,"333 N MADISON ST JOLIET, IL 60435 (41.528248, -88.134645)"
140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,7738788200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"5145 N CALIFORNIA AVE CHICAGO, IL 60625 (41.975219, -87.698918)"
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,MUSCATINE,5632649100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.86,,01-01-2017,12/31/2017,"1518 MULBERRY AVENUE MUSCATINE, IA 52761 (41.434173, -91.052727)"
170039,SUMNER REGIONAL MEDICAL CENTER,1323 NORTH A STREET,WELLINGTON,KS,67152,SUMNER,6203267451,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.89,,01-01-2017,12/31/2017,"1323 NORTH A STREET WELLINGTON, KS 67152 (37.277815, -97.394251)"
140130,NORTHWESTERN LAKE FOREST HOSPITAL,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,8472345600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"1000 N WESTMORELAND ROAD LAKE FOREST, IL 60045 (42.259134, -87.866327)"
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,MARION,3173555411,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"1500 N RITTER AVE INDIANAPOLIS, IN 46219 (39.787241, -86.073803)"
110198,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,FULTON,7707512500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"3000 HOSPITAL BOULEVARD ROSWELL, GA 30076 (34.062989, -84.322477)"
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,8159331671,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"350 N WALL ST KANKAKEE, IL 60901 (41.124148, -87.882651)"
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,MUHLENBERG,2703388000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"440 HOPKINSVILLE STREET GREENVILLE, KY 42345 (37.196925, -87.189639)"
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,LAKE,2198652141,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"24 JOLIET ST DYER, IN 46311 (41.494365, -87.524166)"
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,DUBOIS,8129962345,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"800 W 9TH ST JASPER, IN 47546 (38.393743, -86.941281)"
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,IROQUOIS,8154325201,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.89,,01-01-2017,12/31/2017,"200 FAIRMAN STREET WATSEKA, IL 60970 (40.765541, -87.732666)"
190011,UNIVERSITY HEALTH CONWAY,4864 JACKSON STREET,MONROE,LA,71202,OUACHITA,3183307000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.08,,01-01-2017,12/31/2017,"4864 JACKSON STREET MONROE, LA 71202 (32.451464, -92.105548)"
170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,JOHNSON,9135415000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"10500 QUIVIRA ROAD OVERLAND PARK, KS 66215 (38.937613, -94.723726)"
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,ST. LANDRY,3379483011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.09,,01-01-2017,12/31/2017,"539 EAST PRUDHOMME STREET OPELOUSAS, LA 70570 (30.543457, -92.075785)"
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,HENDRICKS,3172173000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"1111 N RONALD REAGAN PKWY AVON, IN 46123 (39.782568, -86.343731)"
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,8473164000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"355 RIDGE AVE EVANSTON, IL 60202 (42.023951, -87.685159)"
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,46037,HAMILTON,3174159000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"13861 OLIO ROAD FISHERS, IN 46037 (39.988852, -85.918844)"
110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,COLQUITT,2299854815,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.27,,01-01-2017,12/31/2017,"3015 VETERANS PARKWAY MOULTRIE, GA 31788 (31.129247, -83.77355)"
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,MURRAY,KY,42071,CALLOWAY,2707621100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"803 POPLAR STREET MURRAY, KY 42071 (36.60866, -88.309498)"
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,6303125000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.09,,01-01-2017,12/31/2017,"500 REMINGTON BOULEVARD BOLINGBROOK, IL 60440 (41.679388, -88.083883)"
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,6189987000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"3333 W DE YOUNG MARION, IL 62959 (37.744891, -88.988848)"
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,7736653000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"2900 NORTH LAKE SHORE DRIVE CHICAGO, IL 60657 (41.933928, -87.636418)"
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,2085572700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"2325 CORONADO STREET IDAHO FALLS, ID 83404 (43.472524, -111.988717)"
190044,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,ACADIA,3377833222,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"1305 CROWLEY RAYNE HIGHWAY CROWLEY, LA 70526 (30.226327, -92.362543)"
150006,LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,LA PORTE,2193261234,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"1007 LINCOLNWAY LA PORTE, IN 46350 (41.609838, -86.723855)"
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",3333 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,3164625326,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"3333 NORTH WEBB ROAD WICHITA, KS 67226 (37.743966, -97.226326)"
160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,DUBUQUE,5635898000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"250 MERCY DRIVE DUBUQUE, IA 52001 (42.493145, -90.67435)"
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,JEFFERSON,5025874011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"200 ABRAHAM FLEXNER WAY LOUISVILLE, KY 40202 (38.249328, -85.751137)"
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,COOK,7086813200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"701 WEST NORTH AVE MELROSE PARK, IL 60160 (41.908342, -87.841101)"
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,2197576100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"1201 S MAIN ST CROWN POINT, IN 46307 (41.396497, -87.364436)"
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,BLACK HAWK,3192353941,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"1825 LOGAN AVENUE WATERLOO, IA 50703 (42.525753, -92.337758)"
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,BOYLE,8592392409,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"217 SOUTH THIRD STREET DANVILLE, KY 40422 (37.643818, -84.772638)"
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,8089323000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.9,,01-01-2017,12/31/2017,"1190 WAIANUENUE AVENUE HILO, HI 96720 (19.717467, -155.113513)"
250124,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,MAGEE,MS,39111,SIMPSON,6018495070,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"300 3RD AVE SE MAGEE, MS 39111 (31.870585, -89.728389)"
190255,PARK PLACE SURGICAL HOSPITAL,4811 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LAFAYETTE,3372378119,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.87,,01-01-2017,12/31/2017,"4811 AMBASSADOR CAFFERY PARKWAY LAFAYETTE, LA 70508 (30.149798, -92.040114)"
